20210302.00,133.45
20210303.00,135.40
20210304.00,132.75
20210305.00,131.95
20210308.00,131.85
20210309.00,131.35
20210310.00,131.90
20210311.00,134.70
20210312.00,135.25
20210315.00,134.90
20210316.00,135.35
20210317.00,134.20
20210318.00,134.90
20210319.00,132.80
